htid	access	rights	ht_bib_key	description	source	source_bib_num	oclc_num	isbn	issn	lccn	title	imprint	rights_reason_code	rights_timestamp	us_gov_doc_flag	rights_date_used	pub_place	lang	bib_fmt	collection_code	content_provider_code	responsible_entity_code	digitization_agent_code	access_profile_code	author	catalog_url	handle_url	full_content
inu.30000108972971	1	pd	245039		INU	1820472	4999657				Suffolk tales & other stories : fairy legends, poems, miscellaneous articles / by the late Lady Camilla Gurdon.	Longmans, Green, & co., 1897.	add	2013-02-28 17:26:06	0	1897	enk	eng	BK	INU	iu	iu	google	google	Gurdon, Eveline Camilla, Lady, 1858-1894.	https://catalog.hathitrust.org/Record/245039	https://hdl.handle.net/2027/inu.30000108972971	older in his mind, and he fancied she must be going to some grand London ball. He pictured her dressed in some soft blue kind of gauze—the shimmering blue of water in the sunlight-and wearing white lilies at her breast and in her hair. He imagined her amidst scenes, formed partly from recollections of the Arabian Nights and partly from what he remembered of Thelwick Castle, dazzling with light and brilliant with flowers ; a crowd of beautiful ladies, and one stepping in amongst them, the queen of them all. Then he fancied music and dancing, and admiring cavaliers crowding round her, and begging for the favour of her hand in the dance, at least so they worded it in Mr. Burd's fancy. But she was refusing them all, in her majestic but courteous way. 'I am already engaged,' he supposed her to be saying, 'I must decline.' And then, oh wonder ! oh rapture !-Mr. Burd trembled as he imagined this part—he, Albert Burd, came forward, and she, this Queen Blanche, went to meet him and laid her hand on his arm, and she said, in her clear, kind voice, I have been waiting for you, Mr. Burd. And then, like most dreams, having reached a climax, this day-dream faded away, and a large cockchafer lumbered heavily in at the window and dropped into the milk-jug, whence Mr. Burd had to extract it carefully with a spoon. He set the dripping thing tenderly on the window-sill, and watched it shake its wet wings and then sail off into the dim sweet twilight beyond, which was as vague and unknown as the twilight of dreams and fancies where he himself had been wandering so happily.  194 A FELLOW-PASSENGER The first time that I met Mr. Algernon Read was on board a large steamer homeward bound. I was sitting with my two little sisters on deck, watching the cool awnings Aapping in the soft warm wind. The sea was violet and green, with far-away flakes of foam ; there was neither land nor yet a sail to be seen, nor a sound to be heard, save the measured creaking of the ship as she cleft her way through the rounded hollows and over the curled ridges of the iridescent water. My youngest sister, a child of ten, who had only lately recovered from low fever, complained of feeling tired and faint, and asked me to carry her down to her cabin. I took her up in my arms and tried to make my way to the stairs,' as we ignorantly called the companion’; but the ship was rolling, and I found it difficult to keep from falling. Presently a gentleman came up to me with a courteous bow, and before I could gainsay him he had taken Felicia gently out of my arms and had carried her to her cabin. But my heart smote me for letting him do it. He was about two-and-twenty, very small, with a delicate refined
inu.30000112141985	1	pd	10561552		INU	1009759	12358450				"The kinsmen: or The Black Riders of Congaree. A tale. By the author of ""The partisan,"" ""Mellichampe,"" ""Guy Rivers,"" ""The Yemassee,"" &c. ..."	John Cunningham, 1841.	bib	2011-08-12 19:30:04	0	1841	enk	eng	BK	INU	iu	iu	google	google	Simms, William Gilmore, 1806-1870.	https://catalog.hathitrust.org/Record/10561552	https://hdl.handle.net/2027/inu.30000112141985	"in handsome ation as any one of its own circumstances. order, Stockton. You will meet Lord Rawdon “Some ugly hurts here I reckon,” said Dar at the house, with all his suite, and a fine show cy; we must get him to the house and to the of military. He likes to see handsome dresshands of the surgeon as soon as possible.” ing and good front, and he'll look to you for it “Does he live ?” asked Stockton in a whis. while the captain's sick.” per, over Darcy's shoulder. “A cursed chance this,"" muttered Stockton, Ay, he lives !” was the answer made by as he drew aside with Darcy to put in execution Gray, in tones which were somewhat sharpened the suggestions of the scout. “Who'd have by asperity; ""there's life enough to go upon, thought it ? Rawdon here, and we not know a and, with good care, he'll be able shortly word about it!"" to be in the saddle. If we can stop the blood, "" It's devilish fortunate we did not rush on there's nothing to be afraid of, I'm thinking."" in the dark. That peep of mine was well This man boldly took the lead, as a man hav- thought on ! But it makes very little differing his wits about him will be always apt to do ence, except the loss of the plunder. Morton's in seasons of sudden peril and great surprise. pretty well done for. No less than five wounds Even Stockton facitly submitted to his guid- upon him-two in the jaw, and three in the body."" “Give way there, my good fellows, and let's “But how came it ? Who could have done see what we're about. Here, one of you, take it?” said Stockton. that door-there-the door of the vault from its “ That matters less than all! Some friend, hinges; and we'll carry him to the house on I take it—who knew what we wished most, and that.” He muttered through his closed teeth saved us the trouble of the performance.” at the conclusion, and his hands were uncon “But how strange! and how stranger than sciously pressed upon his lips as he spoke. all, that we should have been deceived in that “He'll have an easier ride than I had of it. My boy-that Henry!"". bones will tell of it for a month."" “Ay! but let us hurry on, and show alacrity ance.  90 THE NOVEL NEWSPAPER. A CONFERENCE WITH THE ENEMY. you?"" ut as well as order! of course, we'll say nothing now about the captaincy! You're still lieuteCHAPTER XXII. nant only, and if Morton dies—"" “ He must die!” said the other. “Ay! he must. Rawdon will leave him a surgeon, and we will find a guard ; and if he Lord Rawdon, in the History of the War in survives the one, there's but little chance of his Ahe Southern Colonies, appears to have been getting off from the other. Eh! what think"
inu.30000114913951	1	pd	8720237		INU	698386	8836388				The highlanders : a tale / by the author of The hermit in London, Hermit abroad, &c.	Printed for Henry Colburn, 1824.	bib	2012-10-05 19:30:20	0	1824	enk	eng	BK	INU	iu	iu	google	google	M'Donogh, Felix, 1768?-1836.	https://catalog.hathitrust.org/Record/8720237	https://hdl.handle.net/2027/inu.30000114913951	"third Grace, “forgotten at Lady Golbourn's fancy ball, for Tuesday.” “ That we wo’nt,"" quoth the Duch THE HIGHLANDERS. 159 ess ; "" she knows what's what better than to leave out a Duchess Dowager and her three daughters.” Thus ended the deliberation ; and, as the deliberations of more sage and solemn personages sometimes end, it closed with a resolution, that nothing should be done ; and so Flora was again permitted to retire into her own apartment, until eight o'clock should summon her to the dinner party. “ I'm thinking,” said Mary, as she was arranging her mistress's little wardrobe and her few books, “ that Duchesses are nae better than the ither great, ladies ; and that this house will be as unlike the castle of Glenmore, as that which we hae left; only there's this  160 THE HIGHLANDERS. consolation here, that we're working for oursels, and no obliged to them.” “ True, Mary,” said Flora, “and we must learn to think for ourselves without speaking about it."" “ That is just what I was going to propose,” said Mary; “ for the folks here seem to have lang enough tongues for speaking for themselves and for us too."" At this moment the conversation was interrupted by the entrance of Lady Fitz Arthur, who, leaving her card with the Duchess, had come to pass an hour with her friend, and put her in possession of such sketches of the Duchess and her family, as would enable her to conduct herself in a proper manner. His Grace of Tynedale was one of  THE HIGHLANDERS.. 161 those negative characters who do very little good or harm in life; who vapour at a drawing-room, occupy a right hand place at a dịnner, subscribe to all follies, and belong to all clubs. Such a man is, however, a very legitimate subject for a tool, and accordingly his Grace was marked out by a party, who persuaded him that his influence and his consequence would throw great weight into the scale of opposition. He knew and cared very little about politics, but his vanity was flattered by being thus sought for as a pillar, (he was, in fact, a mere leaning post) and so he joined in what he called ""stemming the tide of ministerial authority, and counterpoi. sing the frightful preponderance of the Cabinet,""_expressions which he  162 THE HIGHLANDERS. his own 66 borrowed from the secretary of a committee ; but that committee borrowed of him in its turn; and, at a certain contested election, he found himself minus in sixty thousand pounds spent, lent, and laid out; in return for which he had been chaired, and, on the occasion, frightful preponderance"" was felt by those who upheld him. He had, also, the honour of sitting, day after day, as president of the committee, until he fell asleep, and of filling the chair at the dinners given to the worthy and independent electors, till he was carried speechless"
inu.30000115192761	1	pdus	9802693		INU	774122	5797382				The novels and tales of Robert Louis Stevenson /	Charles Scribner's Sons, 1899-1905.	bib	2011-05-23 20:30:02	0	1899	xx 	eng	BK	INU	iu	iu	google	google	Stevenson, Robert Louis, 1850-1894.	https://catalog.hathitrust.org/Record/9802693	https://hdl.handle.net/2027/inu.30000115192761	"the Reverend Mr. Shirra had a table carried between tide-marks, and publicly prayed against the rover at the pitch of his voice and his broad lowland dialect; Kinghorn, where Alexander ""brak's neckbane"" and left Scotland to the English wars; Kirkcaldy, where the witches once prevailed extremely and sank tall ships and honest mariners in the North Sea; Dysart, famous — well famous at least to me for the Dutch ships that lay in its harbour, painted like toys and with pots of flowers and cages of song-birds in the cabin windows, and for one particular Dutch skipper who would sit all day in slippers on the break of the poop, smoking a 21 I  RANDOM MEMORIES long German pipe; Wemyss (pronounce Weems) with its bat-haunted caves, where the Chevalier Johnstone, on his flight from Culloden, passed a night of superstitious terrors; Leven, a bald, quite modern place, sacred to summer visitors, whence there has gone but yesterday the tall figure and the white locks of the last Englishman in Delhi, my uncle Dr. Balfour, who was still walking his hospital rounds, while the troopers from Meerut clattered and cried "" Deen.Deen ""along the streets of the imperial city, and Willoughby mustered his handful of heroes at the magazine, and the nameless brave one in the telegraph office was perhaps already fingering his last despatch; and just a little beyond Leven, Largo Law and the smoke of Largo town mounting about its feet, the town of Alexander Selkirk, better known under the name of Robinson Crusoe. So on, the list might be pursued (only for private reasons, which the reader will shortly have an opportunity to guess) by St. Monance, and Pittenweem, and the two Anstruthers, and Cellardyke, and Crail, where Primate Sharpe was once a humble and innocent country minister: on to the heel of the land, to Fife Ness, overlooked by a sea wood of matted elders and the quaint old mansion of Balcomie, itself overlooking but the breach or the quiescence of the deep — the Carr Rock beacon rising close in front, and as night draws in, the star of the Inchcape reef springing up on the one hand, and the star of the May Island on the other, and farther off yet a third and a greater on the craggy foreland of St. Abb's. And but a little way round the corner of the land, imminent itself above the sea, stands the gem of the province and the light of mediaeval Scotland, St . Anaia  RANDOM MEMORIES drews, where the great Cardinal Beaton held garrison against the world, and the second of the name and title perished (as you may read in Knox's jeering narrative) under the knives of true-blue Protestants, and to this day (after so many centuries) the current voice of the professor is not hushed. Here it was that my first tour of inspection began, early on a bleak easterly morning. There was a crashing run of sea upon the shore,"
inu.30000115192787	1	pdus	9802693		INU	774122	5797382				The novels and tales of Robert Louis Stevenson /	Charles Scribner's Sons, 1899-1905.	bib	2011-06-04 19:30:05	0	1899	xx 	eng	BK	INU	iu	iu	google	google	Stevenson, Robert Louis, 1850-1894.	https://catalog.hathitrust.org/Record/9802693	https://hdl.handle.net/2027/inu.30000115192787	"broadside instead of our stern to the Hispaniola, and offered a target like a barn door. 1 could hear, as well as see, that brandy-faced rascal, Israel Hands, plumping down a round-shot on the deck. ""Who's the best shot?"" asked the captain. ""Mr. Trelawney, out and away,"" said I.""Mr. Trelawney, will you please pick me off one of these men, sir? Hands, if possible,"" said the captain. Trelawney was as cool as steel. He looked to the priming of his gun.""Now,"" cried the captain, ""easy with that gun, sir, or you'll swamp the boat. All hands stand by to trim her when he aims."" The squire raised his gun, the rowing ceased, and we leaned over to the other side to keep the balance, and all was so nicely contrived that we did not ship a drop. They had the gun, by this time, slewed round upon 129  TREASURE ISLAND the swivel, and Hands, who was at the muzzle with the rammer, was, in consequence, the most exposed. However, we had no luck; for just as Trelawney fired, down he stooped, the ball whistled over him, and it was one of the other four who fell. The cry he gave was echoed, not only by his companions on board, but by a great number of voices from the shore, and looking in that direction I saw the other pirates trooping out from among the trees and tumbling into their places in the boats. ""Here come the gigs, sir,"" said I.""Give way then,"" cried the captain. ""We mustn't mind if we swamp her now. If we can't get ashore, all's up."" ""Only one of the gigs is being manned, sir,"" I added, ""the crew of the other most likely going round by shore to cut us off."" ""They'll have a hot run, sir,"" returned the captain. ""Jack ashore, you know. It's not them I mind; it's the round-shot. Carpet bowls! My lady's maid couldn't miss. Tell us, squire, when you see the match, and we'll hold water."" In the meanwhile we had been making headway at a good pace for a boat so overloaded, and we had shipped but little water in the process. We were now close in; thirty or forty strokes and we should beach her; for the ebb had already disclosed a narrow belt of sand below the clustering trees. The gig was no longer to be feared; the little point had already concealed it from our eyes. The ebb-tide, which had so cruelly delayed us, was now making reparation, and delaying our assailants. The one source of danger was the gun. 130  THE JOLLY-BOAT'S LAST TRIP ""If I durst,"" said the captain, ""I'd stop and pick off another man."" But it was plain that they meant nothing should delay their shot. They had never so much as looked at their fallen comrade, though he was not dead, and I could see him trying to crawl away. ""Ready!"" cried the squire.""Hold!"" cried the captain, quick as"
inu.30000115226023	1	pd	6676525		INU	1494622	10990840				The laird of Logan, or, Anecdotes and tales illustrative of the wit and humour of Scotland.	D. Robertson, 1889.	bib	2021-01-20 16:43:23	0	1889	stk	eng	BK	INU	iu	iu	google	google		https://catalog.hathitrust.org/Record/6676525	https://hdl.handle.net/2027/inu.30000115226023	"one relished social intercourse more than the Doc tor, and his friends recollect the playful sallies of his refined wit and humour. It is said that, when a probationer, he spent a considerable portion of an evening with the celebrated Robert Burns, and that the poet had expressed himself much pleased with the young preacher's manners, and in his own paraphrastic manner, said, ""He had spent twa three pleasant hours wi' a most excellent body o' divinity, elegantly bound and lettered."" A LOGICAL DEDUCTION. Doctor Ferrier had a most thorough contempt for every expression that savoured of cant, and often found fitting opportunities amongst his flock for touching the sore with his gentle caustic. The Doctor met with a serious fracture in one of his legs,—he had taken a carriage for the purpose of escorting a party of ladies, and on returning home to the neighbourhood of the Sneddon, just as the ladies had left the carriage, and the driver was folding up the steps and fastening the carriage door, a flash of lightning scared the horses, and off they started at their utmost speed, snorting and plunging. The Doctor, knowing that some loose stones had been laid down at a new building, in the street up which they were running, and thence calculating on the certainty of being overturned when they should come up to that point, leapt out from the carriage, which was the occasion of the accident above stated. The fractured limb took a considerable time to knit together, and gain sufficient strength, so as to enable it to take a share with its brother locomotive in out or in-door duties, and, in the interim, the inquiries and sympathies of his flock were unceasing. Amongst others, one of those who are so busy in advising others as to their conduct, and pointing the uncharitable finger at every little discrepancy, real or imagined, that  LAIRD OF LOGAN. 287 they have no time for the correction of their own faults, called and addressed his minister, ""Weel,"" said this inferential member, ""what lesson, do you think, Providence intends to teach you by this accident that has happened to you, in galloping up and down wi' thae young fo'ks, sir?"" ""I cannot say,"" replied the doctor; ""he means, at least, I think, to teach me one thing, and that is, in future to take care of my legs."" RENDERING A REASON. Doctor Ferrior was once in a party of his brethren and a few of the Cameronian communion, going in one of the canal passage-boats, to join their respective Synods in Edinburgh, when there happened to be a passenger apparently much under the influence of ardent spirits. The manner, however, in which he was demeaning himself, showed that a considerable portion of his behaviour was put on, and drink the mask under which he chose to assail the clergymen. Every effort was made by him to insult the cloth, but they paid no attention to his rudeness. At last he"
inu.30000115226742	1	pd	6947016		INU	1495856	11019415				Festival tales / [edited] by John Francis Waller.	Cassell, Petter & Galpin, 1878.	add	2014-02-19 05:25:03	0	1878	enk	eng	BK	INU	iu	iu	google	google		https://catalog.hathitrust.org/Record/6947016	https://hdl.handle.net/2027/inu.30000115226742	consciousness returned to me I found myself lying by the bank of a wide and dark rolling river. The scene around me was wild and gloomy. A region arid and desolate stretched beside and behind me, shut in by steep inaccessible mountains, upon which no verdure bloomed. All was savage solitude-no living thing was within ken of my eye. As my sight became familiar with the darkness, I descried beyond the broad river a red twilight, as of distant fires glowing upon a  THE COUNT OF CASTEL VECCHIO. 161 sterile plain that stretched far away beyond my vision. By degrees I perceived this plain was thronged with pale spectral forms, flitting restlessly to and fro as the bleak winds swept them about. Then faint, and solemn, but in tones of unspeakable sweetness, came down, as from the upper world, the chanting of earthly voices, and I recognised the sublime sentences of our Church, assigned to the service for the departed souls of men* Justorum animæ in manu Dei sunt, et non tanget illos tormentum malitiæ. Visi sunt occulis insipientium mori, illi autem sunt in pace.? “As these words floated in the air, the spectral beings ceased to move about, and stood listening, their pallid and anguish-marked faces turned upwards in the mute agony of supplication, and I felt that the prayers of the just were ascending to heaven in urgent entreaties for those who were undergoing the trial of the purgatorial flames. Then I beheld the faces of many of those shadows brighten, and the flames glowing less fiercely around them, while the black stains upon their forms waxed fainter. But others knew no remission of their sufferings from the holy strain: the sin-marks spotted them as darkly as before, and the flames wrapped them with unabated fury. While I gazed in breathM  162 THE FEAST OF ALL SOULS. less wonder, a form radiant with mild and heavenly lustre stood at one side of the ghostly throng, and they whose sufferings were mitigated turned anxiously towards him; but the others hid their faces in despair, and their low groanings fell upon my ear and chilled my heart. “Then I heard again the low sweet solemn sounds from above, and these words reached me~ Venite ad me omnes qui laboratis et onerati estis, et ego reficiam vos. Alleluja.' “As they heard the sounds, the spirits that looked upon the angel moved towards him, and the light of his countenance fell upon them and bathed them with its illumination, and they grew whiter and purer in its radiance, and the trouble of their faces was lightened. And now I turned my eyes towards the wretched ones afar off, and, lo! a form, tall as a giant and black as a wintry tempest, stood beyond them, and the wail of their anguish swelled upon the air when they looked upon him. Then one amongst them cried aloud, with an exceeding bitter cry. But a voice, mild yet stern, said unto him—
inu.30000115395539	1	pd	1423615		INU	1914298	1160880			41042506	Adeline Mowbray, or, The mother and daughter: a tale. By Mrs. Opie. 2	Longman, Hurst, Rees & Orme, 1805.	bib	2012-10-05 19:30:21	0	1805	enk	eng	BK	INU	iu	iu	google	google	Opie, Amelia Alderson, 1769-1853.	https://catalog.hathitrust.org/Record/1423615	https://hdl.handle.net/2027/inu.30000115395539	"variety of feelings which she dared not venture to analyse, But,  120 But, amidst the variety of her feelings, Adeline soon found that sorrow, sorrow of the bitterest kind, was uppermost. Mrs. Pemberton had said that she was about to be visited by affliction-alluding, there was no doubt, to the probable death of Glenmurray-And was his fatė so certain that it was the theme of conversation at Richmond? Were only her eyes blind to the certainty of his danger ? On these ideas did Adeline chiefly dwell after the departure of her monitress; and in an agony unspeakable she entered the room where Glenmurray was sitting, in order to look at him, and form her own judgment on a subject of such importance. But, alas! she found him with the brilliant deceitfui appearance that attends his complaint-a bloom resembling health on his cheek, and a brightness in his eye rivalling that of the undimmed lustre of youth. 3 Surprised, 1  121 Surprised, delighted, and overcome by these appearances, which her inexperience rendered her incapable of appreciating justly, Adeline threw herself on the sofa by him; and, as she pressed her cold cheek to his glowing one, her tearful eye was raised to heaven with an expression of devout thankfulness. “ Mrs. Pemberton paid you a long vi. sit,"" said Glenmurray, “and I thought once, by the elevated tone of her voice, that she was preaching to you.' “ I believe she was,"" cheerfully replied Adeline, “and now I have a confession to make; the season of reserve shall be over, and I will tell you all the adventures of this day without evasion.' “ Aye, I thought you were not ingenuous with me this morning,” replied Glenmurray : “ but better late than never."" Adeline then told him all that had passed  122 surety of ed between her and Mary and Mrs. Pemberton, and concluded with saying, “But the your better health, which your looks give me, has dissipated every uneasiness ; and if you are but spared to me, sorrow cannot reach me, and I despise the censure of the ignorant and the prejudiced. The world approve! What is the world to me? "" The conscious mind is its own awful world !"" Glenmurray sighed deeply as she concluded her narration. “I have only one request to make,"" said he-“ Never let that Mary come into my presence again ; and be sure to take care of Mrs. Pemberton's address."" Adeline promised that both his requests should be attended to. Mary was paid her wages, and dismissed immediately; and a girl being hired to supply her place, the ménage went on quietly again. But a new mortification awaited Glenmurray  129 murray and Adeline. In spite of Glenmurray's eccentricities and opinions, he was still remembered with interest by some of the female part of his family, and two of his cousins, more remarkable for their beauty than their virtue, hearing that he was at Richmond, made"
inu.30000121005411	1	pd	1276509		INU	3974151	3458074			29025286	Tales of the Scottish peasantry, by Alexr. and John Bethune, with biography of the authors by John Ingram.	Hamilton, Adams, & co., 1884.	bib	2021-01-20 16:34:43	0	1884	enk	eng	BK	INU	iu	iu	google	google	Bethune, Alexander, 1804-1843.	https://catalog.hathitrust.org/Record/1276509	https://hdl.handle.net/2027/inu.30000121005411	"the following evening. Mr. Hanson listened patiently to his daughter's recital, and when she had concluded, he angrily put the question, “ And why did you not run away with the fellow ?” ""Have patience, dear father, and I will tell you all. I did not run away, because he would not take me with him. The last time I saw him, which was only for a few minutes, he told me of the kindness which you had lately shown him, and said that though he could have acted the part of a villain formerly, now that you had proved yourself a friend in what appeared the extremity of his fortune, he could not, for a moment, think of robbing you of what he was pleased to call your greatest treasure; and that, rather than be the cause of giving you the smallest uneasiness, he would forever forego his own prospects of happiness."" “And what did you say to all this?"" again inquired the father, his passion gradually subsiding. “ Indeed, I was so struck with the nobleness of his sentiments, and the passionate earnestness with which he uttered them, that I could not say a word. And, besides, he did not give me time, for he hurried off, and left me to mourn his absence as I do now."" “What! is it possible that you really love him ?” exclaimed Mr. Hanson, in a half bantering, half angry tone. But now it was evident that his passion was working itself into a calm. “O father!” said Caroline, “need I answer you that question after what I have already told you ?” The next morning Caroline was summoned to her father's apartment, when he inquired, in the most affectionate manner, “if she thought George Hanson really loved her, or if it were not rather her fortune to which he was partial, notwithstandiny all his professions to the contrary."" “ As to that, my dear father,” said she, “I can have little  184 TALES OF THE SCOTTISH PEASANTRY. doubt; for, setting aside the circumstance of my fortune being in your disposal, while he was here, a letter from the young and beautiful widow of the late Mr. Mowbray, whose fortune would more than double mine, even if I were to marry with your approbation, fell into my hands. It was addressed to him. Some irresistible impulse prompted me to read it, and from the tenor of that letter, it was evident he needed only to make a proposal to be accepted.” Mr. Hanson, after a short pause, resumed, “I have been thinking a good deal about the matter, and I believe I must write him an invitation to come and spend a few days more with us as soon as he can find it convenient.” George Hanson was not long in returning, and the result was—what the reader has perhaps already anticipated,—a marriage. All men's characters are mixed : there is something to be borne with, and something bad in"
inu.30000121037000	1	pd	115985		INU	994105	1443670			98001030,98001030/4	Tales of the enchanted islands of the Atlantic, by Thomas Wentworth Higginson, with illustrations by Albert Herter.	The Macmillan company; [etc., etc.] 1898.	bib	2009-10-24 23:30:05	0	1898	nyu	eng	BK	INU	iu	iu	google	google	Higginson, Thomas Wentworth, 1823-1911.	https://catalog.hathitrust.org/Record/115985	https://hdl.handle.net/2027/inu.30000121037000	all over the island, which frightened them so that they went on board the sloop and stayed all night. The next morning they saw a dignified, elderly gentleman with ten unarmed followers coming down towards the shore. Hailing the sloop, the older gentleman, speaking Gaelic, asked who and whence they were, and being told, invited them ashore as his guests. They went on shore, well armed; and he embraced them one by one, telling them that they were the happiest sight that island had seen for hundreds of years ; that it was called Hy-Brasail or O-Brazile; that his ancestors had been princes  Kirwan's Search for Hy-Brasail 131 of it, but for many years it had been taken possession of by enchanters, who kept it almost always invisible, so that no ship came there; and that for the same reason he and his friends were rendered unable to answer the sailors, even when they knocked at the door; and that the enchantment must remain until a fire was kindled on the island by good Christians. This had been done the night before, and the terrible noises which they had heard were from the powers of darkness, which had now left the island forever. And indeed when the sailors were led to the castle, they saw that the chief tower had just been demolished by the powers of darkness, as they retreated; but there were sitting within the halls men and women of dignified appearance, who thanked them for the good service they had done. Then they were taken over the island, which proved to be some sixty miles long and thirty wide, abounding with horses, cattle, sheep, deer, rabbits, and birds, but without any swine; it had also rich mines of silver and gold, but few people, although there were ruins  132 Kirwan’s Search for Hy-Brasail of old towns and cities. The sailors, after being richly rewarded, were sent on board their vessel and furnished with sailing directions to their port. On reaching home, they showed to the minister of their town the pieces of gold and silver that were given them at the island, these being of an ancient stamp, somewhat rusty yet of pure gold; and there was at once an eager desire on the part of certain of the townsmen to go with them. Within a week an expedition was fitted out, containing several godly ministers, who wished to visit and discover the inhabitants of the island; but through some mishap of the seas this expedition was never heard of again. Partly for this reason and partly because none of Captain Nesbit's crew wished to return to the island, there came to be in time a feeling of distrust about all this rediscovery of HyBrasail or 0-Brazile. There were not wanting those who held that the ancient gold pieces might have been gained by piracy, such as was beginning to be known upon the Spanish main ; and as for the boy Kirwan, some of
inu.30000133702682	1	pd	11821753		INU	8924500	14282488				Wilson's tales of the borders.	J. Sutherland, [183-?]	bib	2012-10-05 19:30:26	0	1840	stk	eng	BK	INU	iu	iu	google	google	Wilson, John Mackay, 1804-1835.	https://catalog.hathitrust.org/Record/11821753	https://hdl.handle.net/2027/inu.30000133702682	"dead. Then went he forth a lone and ruined man; But ere three moons their circling journies ran, Pride, like a burning poison in his breast, Scorched up his life, and gave the ruined rest ; Yet, not till he with tottering steps and slow, Regained the vale where Tweed's fair waters flow; And there, where pines around the churchyard wave, He breathed his last upon his partner's grave! II. I may not tell what ills o'er Edmund passed, Enough, to say that fortune smiled at last. In the far land where the broad Ganges rolls, Where Nature's bathed in glory; and the souls Of men alone dwell in a starless night, While all around them glows and lives in light ;There now we find him, honored, trusted, loved ; For, from the huniblest stations, he had proved Faithful in all; and trust on trust obtained, Till, if not wealth, he independence gainedEarth’s noblest blessing, and the dearest given To man beneath the sacred hope of heaven. And still as time on silent pinions flew, His fortunes flourished and his honours grew; But, as they grew, an anxious hope that long Had in his bosom been but as the song Of viewless echo, indistinct, and still Receding from us, grew as doth a rill Embraced by others and increasing ever, Till distant plains confess the sweeping river. And, need I say, that hope referred alone To her, who in his heart had fixed her throne, END OF CANTO FIRST  342 TALES OF THE BORDERS. eye . And reigned within it still, the sovereign queen. Yet darkest visions oft would fit between His fondest fancies, as the thought returned That she for whom his soul still restless burned, Would be another's now, while haply he Lost to her heart, would to her memory be As the remembrance of a pleasing dream, Vague and forgotten half, but which we deem Worthy no waking thought. Thus years rolled byHope wilder glowed and brightened in his eye, Nor knew he why he hoped; but though despair The Enthusiast's heart may madly grasp, and glare Even on his soul, it may not long remain A dweller in his breast, for Hope doth reign There as o'er its inheritance; and he Lives in fond visions of futurity. III. Twelve slow and chequered years had passed. --Again A stately vessel ploughed the pathless main ; And waves, and days, together glided by, Till, as a cloud, on the Enthusiast's His island-home rose from the ocean's breastA thing of strength--of glory and of restThe giant of the deep!-- while on his sight Burst the blue hills, and cliffs of dazzling whiteStronger than death! and beautiful as strong! Kissed by the sea, and worshipped with its song! “ Home of my fathers !"" the Enthusiast cried, “ Their home-aye! and their grave!” he said and sighed. But gazing still upon its glorious strand, Again he cried—“ My own--my honoured land! Fair Freedom's home and mine! Britannia! hail! Queen"
inu.32000000323073	1	pd	6058023	v.8	INU	695636	5908087				Coningsby : or the new generation / by Benjamin Disraeli.  With an introduction by Philip Guedalla.	Alfred A. Knopf, [1849?]	bib	2009-05-11 22:30:02	0	1849	nyu	eng	BK	INU	iu	iu	google	google	Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881	https://catalog.hathitrust.org/Record/6058023	https://hdl.handle.net/2027/inu.32000000323073	consolation under her unaccomplished devices was her admirable consistency, which always assured her that her projects were wise, though unfulfilled. She broke her purpose to Mr. Rigby, that she might gain not only his adhesion to her views, but his assistance in achieving them. As Madame Colonna, in Mr. Rigby's estimation, exercised more influence over Lord Monmouth than any other individual, faithful to his policy or practice, he agreed with all Madame Colonna's plans and wishes, and volunteered instantly to further them. As for the Prince, his wife never consulted him on any subject, nor did he wish to be consulted. On the contrary, he had no opinion about anything. All that he required was that he should be surrounded by what contributed to his personal enjoyment, that he should never be troubled, and that he should have billiards. He was not inexpert in field-sports, rode indeed very well for an Italian, but he never cared to be out-of-doors ; and there was only one room in the interior which passionately interested him. It was where the echoing balls denoted the sweeping hazard or the effective cannonade. That was the chamber where the Prince Colonna literally existed. Half-an-hour after breakfast he was in the billiard-room ; he never quitted it until he dressed for dinner; and he generally contrived, while the world were amused or amusing themselves at the comedy or in the dance, to steal down with some congenial sprites to the magical and illumined chamber, and use his cue until bedtime. Faithful to her first impressions, Lucretia had made no difference in her demeanour to Coningsby to that which she offered to the other guests. Polite, but uncommunica 247 tive; ready to answer, but never originating conversation ; she charmed him as little by her manner as by her person ; and after some attempts, not very painstaking, to interest her, Coningsby had ceased to address her. The day passed by with only a faint recognition between them ; even that sometimes omitted. When, however, Lucretia observed that Coningsby had become one of the most notable persons in the Castle; when she heard everywhere of his talents and accomplishments, his beauty and grace and great acquirements, and perceived that he was courted by all; that Lord Monmouth omitted no occasion publicly to evince towards him his regard and consideration ; that he seemed generally looked upon in the light of his grandfather's heir; and that Lady St. Julians, more learned in that respect than any lady in the kingdom, was heard more than once to regret that she had not brought another daughter with her, Clara Isabella, as well as Augustina ; the Princess Lucretia began to imagine that Madame Colonna, after all, might not be so extravagant in her purpose as she had first supposed. She, therefore, surprised Coningsby with the almost affectionate moroseness with which, while she hated to sing, she yet found pleasure in singing for him alone. And it is impossible to say what
